"Test email was not sent successfully: %s","De test email was niet verzonden: %s"
"See exception log for more details.","Bekijk het uitzonderingen log voor meer informatie."
"Checking that a template exists for the default locale and that email communications are enabled...","Aan het controleren dat een template beschikbaar is voor de standaard locale en dat email communicatie is ingeschakeld."
"Default templates exist.","Standaard template gevonden."
"Email communications are enabled.","Email communicatie is ingeschakeld."
"Default templates exist and email communications are enabled.","Template voor standaard locale gevonden en email communicaties zijn ingeschakeld."
"Could not find default template, or template not valid, or email communications disabled in Advanced > System settings.","Kon de template voor de default locale niet vinden, het template bevat fouten of de email communicatie is uitgeschakeld in de instellingen onder Geavanceerd > Systeem."
"Please check that you have templates in place for your emails. These are in app/locale, or custom defined in System > Transaction Emails. Also check Advanced > System settings to ensure email communications are enabled.","Verifiëer dat u de templates voor uw emails geïnstalleerd heeft. Deze staan in de map app/locale of zijn gedefiniëerd in Hoofdmenu > Systeem > Transactionele Emails."
"Could not test default template validity.","Kon het template voor de default locale niet valideren."
"Please check that you have templates in place for your emails. These are in app/locale, or custom defined in System > Transaction Emails.","Please check that you have templates in place for your emails. These are in app/locale, or custom defined in System > Transaction Emails."
"Could not test default template validity: %s","Could not test default template validity: %s"
"Checking that tables are created...","Aan het controleren of de tabellen aangemaakt zijn..."
"Could not find required database tables.","Kon de benodigde database tabellen niet vinden..."
"Please try to manually re-run the table creation script. For assistance please contact us.","Probeer het script dat de tabellen aanmaakt nogmaals handmatig uit te voeren. Als u assistentie nodig heeft, neem contact met ons op."
"Could not find required database tables.","Kon de benodigde database tabellen niet vinden."
"Could not find required database tables: %s","Kon de benodigde database tabellen niet vinden: %s"
"Required database tables exist.","De benodigde database tabellen bestaan."
"Testing complete, if you are still experiencing difficulties please visit <a target='_blank' href='http://magesmtppro.com'>the support page</a> or contact me via <a target='_blank' href='mailto:support@aschroder.com'>support@aschroder.com</a> for support.","Het testen is afgerond en geslaagd. Als u nog steeds problemen ondervind, ga dan naar <a target='_blank' href='http://magesmtppro.com'>onze help pagina</a> of neem contact met ons op via <a target='_blank' href='mailto:support@aschroder.com'>support@aschroder.com</a> voor ondersteuning."
"Testing failed,  please review the reported problems and if you need further help visit  <a target='_blank' href='http://magesmtppro.com'>the support page</a> or contact me via <a target='_blank' href='mailto:support@aschroder.com'>support@aschroder.com</a> for support.","Het testen is niet succesvol afgerond. Onderzoek de gerapporteerde problemen en als u daarbij verdere hulp nodig heeft, bezoek dan <a target='_blank' href='http://magesmtppro.com'>onze help pagina</a> of neem contact met ons op via <a target='_blank' href='mailto:support@aschroder.com'>support@aschroder.com</a> for ondersteuning."
